LoadConfig:
ReplicaID:2
Type:correct node
IP:0.0.0.0
clusterAddr:map[0:0.0.0.0 1:0.0.0.0 2:0.0.0.0 3:0.0.0.0 4:0.0.0.0 5:0.0.0.0 6:0.0.0.0]
5 5
Connection from 0.0.0.0:9210 to 0.0.0.0:9400 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9410 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9600 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9610 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9000 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9200 has been established
2023-08-28 19:03:21 Node 2 receive pre-prepare from node 0, sn:2, view:0
Node 2 receive pre-prepare from node 0, sn:197, view:0
Node 2 send commit to primary 0, sn:146, v:0
Node 2 send commit to primary 0, sn:151, v:0
Node 2 send commit to primary 0, sn:150, v:0
Node 2 send prepare to primary 0, sn:197, v:0
Node 2 receive commitQc from node 0, sn:105, v:0
Node 2 receive pre-prepare from node 0, sn:193, view:0
Node 2 receive pre-prepare from node 0, sn:198, view:0
Node 2 receive prepareQc from node 0, sn:155, v:0 
Node 2 receive commitQc from node 0, sn:101, v:0
sn:105 can be commit in slow path
Node 2 send prepare to primary 0, sn:193, v:0
Checkpoint sequence number outside watermarks: seqNo 100, low-mark 100
Node 2 receive pre-prepare from node 0, sn:195, view:0
Node 2 send prepare to primary 0, sn:198, v:0
sn:101 can be commit in slow path
2023-08-28 19:03:37The request with sn: 101 has been executed at node 2!
TimePast:sn:101,millisecend:9998
2023-08-28 19:03:37The request with sn: 102 has been executed at node 2!
TimePast:sn:102,millisecend:9910
2023-08-28 19:03:37The request with sn: 103 has been executed at node 2!
TimePast:sn:103,millisecend:9883
Node 2 receive pre-prepare from node 0, sn:200, view:0
Node 2 receive prepareQc from node 0, sn:158, v:0 
Node 2 send prepare to primary 0, sn:195, v:0
Node 2 send commit to primary 0, sn:155, v:0
Node 2 send prepare to primary 0, sn:200, v:0
Node 2 receive commitQc from node 0, sn:108, v:0
Node 2 receive prepareQc from node 0, sn:159, v:0 
Node 2 receive commitQc from node 0, sn:107, v:0
Checkpoint sequence number outside watermarks: seqNo 60, low-mark 100
Node 2 receive commitQc from node 0, sn:111, v:0
Node 2 send commit to primary 0, sn:158, v:0
sn:108 can be commit in slow path
sn:107 can be commit in slow path
sn:111 can be commit in slow path
Node 2 send commit to primary 0, sn:159, v:0
Node 2 receive commitQc from node 0, sn:104, v:0
Node 2 receive commitQc from node 0, sn:114, v:0
sn:104 can be commit in slow path
2023-08-28 19:03:37The request with sn: 104 has been executed at node 2!
TimePast:sn:104,millisecend:10231
2023-08-28 19:03:37The request with sn: 105 has been executed at node 2!
TimePast:sn:105,millisecend:10131
2023-08-28 19:03:37The request with sn: 106 has been executed at node 2!
TimePast:sn:106,millisecend:10023
2023-08-28 19:03:37The request with sn: 107 has been executed at node 2!
TimePast:sn:107,millisecend:10005
2023-08-28 19:03:37The request with sn: 108 has been executed at node 2!
TimePast:sn:108,millisecend:9843
Node 2 receive pre-prepare from node 0, sn:199, view:0
sn:114 can be commit in slow path
Node 2 send prepare to primary 0, sn:199, v:0
Node 2 receive prepareQc from node 0, sn:157, v:0 
Node 2 receive pre-prepare from node 0, sn:202, view:0
Node 2 receive prepareQc from node 0, sn:160, v:0 
Node 2 receive commitQc from node 0, sn:113, v:0
Node 2 send commit to primary 0, sn:157, v:0
Node 2 send prepare to primary 0, sn:202, v:0
Node 2 receive pre-prepare from node 0, sn:201, view:0
Node 2 receive commitQc from node 0, sn:109, v:0
Node 2 receive prepareQc from node 0, sn:165, v:0 
Node 2 receive commitQc from node 0, sn:112, v:0
Node 2 receive prepareQc from node 0, sn:163, v:0 
sn:113 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:161, v:0 
Node 2 receive commitQc from node 0, sn:119, v:0
Node 2 send prepare to primary 0, sn:201, v:0
Node 2 send commit to primary 0, sn:160, v:0
sn:112 can be commit in slow path
Node 2 receive commitQc from node 0, sn:110, v:0
sn:109 can be commit in slow path
2023-08-28 19:03:38The request with sn: 109 has been executed at node 2!
TimePast:sn:109,millisecend:10054
sn:119 can be commit in slow path
Checkpoint sequence number outside watermarks: seqNo 70, low-mark 100
Node 2 receive commitQc from node 0, sn:115, v:0
Node 2 send commit to primary 0, sn:165, v:0
Node 2 send commit to primary 0, sn:163, v:0
sn:110 can be commit in slow path
2023-08-28 19:03:38The request with sn: 110 has been executed at node 2!
TimePast:sn:110,millisecend:10050
2023-08-28 19:03:38The request with sn: 111 has been executed at node 2!
TimePast:sn:111,millisecend:10034
2023-08-28 19:03:38The request with sn: 112 has been executed at node 2!
TimePast:sn:112,millisecend:9901
2023-08-28 19:03:38The request with sn: 113 has been executed at node 2!
TimePast:sn:113,millisecend:9767
2023-08-28 19:03:38The request with sn: 114 has been executed at node 2!
TimePast:sn:114,millisecend:9737
Node 2 receive commitQc from node 0, sn:116, v:0
Node 2 send commit to primary 0, sn:161, v:0
Node 2 receive prepareQc from node 0, sn:166, v:0 
sn:115 can be commit in slow path
2023-08-28 19:03:38The request with sn: 115 has been executed at node 2!
TimePast:sn:115,millisecend:9740
Node 2 receive prepareQc from node 0, sn:164, v:0 
Node 2 receive prepareQc from node 0, sn:168, v:0 
Node 2 receive prepareQc from node 0, sn:172, v:0 
sn:116 can be commit in slow path
2023-08-28 19:03:38The request with sn: 116 has been executed at node 2!
TimePast:sn:116,millisecend:9758
Node 2 receive commitQc from node 0, sn:121, v:0
Node 2 receive pre-prepare from node 0, sn:205, view:0
Node 2 receive pre-prepare from node 0, sn:204, view:0
Node 2 send commit to primary 0, sn:166, v:0
Node 2 receive prepareQc from node 0, sn:170, v:0 
Node 2 receive commitQc from node 0, sn:122, v:0
Node 2 receive prepareQc from node 0, sn:162, v:0 
Node 2 receive commitQc from node 0, sn:118, v:0
Node 2 receive commitQc from node 0, sn:126, v:0
Node 2 send commit to primary 0, sn:168, v:0
Node 2 send commit to primary 0, sn:164, v:0
Node 2 send prepare to primary 0, sn:205, v:0
Node 2 send prepare to primary 0, sn:204, v:0
Node 2 send commit to primary 0, sn:172, v:0
sn:121 can be commit in slow path
Checkpoint sequence number outside watermarks: seqNo 80, low-mark 100
Node 2 receive commitQc from node 0, sn:120, v:0
Node 2 receive commitQc from node 0, sn:117, v:0
Node 2 receive prepareQc from node 0, sn:169, v:0 
sn:122 can be commit in slow path
sn:118 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:167, v:0 
Node 2 receive pre-prepare from node 0, sn:203, view:0
sn:120 can be commit in slow path
sn:117 can be commit in slow path
2023-08-28 19:03:38The request with sn: 117 has been executed at node 2!
TimePast:sn:117,millisecend:9920
2023-08-28 19:03:38The request with sn: 118 has been executed at node 2!
TimePast:sn:118,millisecend:9764
2023-08-28 19:03:38The request with sn: 119 has been executed at node 2!
TimePast:sn:119,millisecend:9629
2023-08-28 19:03:38The request with sn: 120 has been executed at node 2!
TimePast:sn:120,millisecend:9509
2023-08-28 19:03:38The request with sn: 121 has been executed at node 2!
TimePast:sn:121,millisecend:9196
2023-08-28 19:03:38The request with sn: 122 has been executed at node 2!
TimePast:sn:122,millisecend:9139
Node 2 send commit to primary 0, sn:170, v:0
sn:126 can be commit in slow path
Node 2 send commit to primary 0, sn:162, v:0
Node 2 send commit to primary 0, sn:169, v:0
Node 2 send prepare to primary 0, sn:203, v:0
Node 2 send commit to primary 0, sn:167, v:0
Node 2 receive commitQc from node 0, sn:125, v:0
Node 2 receive commitQc from node 0, sn:128, v:0
Node 2 receive prepareQc from node 0, sn:171, v:0 
Node 2 receive commitQc from node 0, sn:133, v:0
Node 2 receive pre-prepare from node 0, sn:206, view:0
sn:125 can be commit in slow path
sn:128 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:207, view:0
Node 2 receive pre-prepare from node 0, sn:209, view:0
sn:133 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:174, v:0 
Node 2 receive commitQc from node 0, sn:129, v:0
Node 2 send prepare to primary 0, sn:206, v:0
Node 2 send prepare to primary 0, sn:207, v:0
Node 2 send commit to primary 0, sn:171, v:0
Node 2 send prepare to primary 0, sn:209, v:0
Node 2 receive pre-prepare from node 0, sn:208, view:0
Node 2 receive commitQc from node 0, sn:131, v:0
sn:129 can be commit in slow path
Node 2 send commit to primary 0, sn:174, v:0
Node 2 receive commitQc from node 0, sn:132, v:0
Node 2 send prepare to primary 0, sn:208, v:0
sn:131 can be commit in slow path
Checkpoint sequence number outside watermarks: seqNo 110, low-mark 120
sn:132 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:210, view:0
Node 2 receive commitQc from node 0, sn:124, v:0
Node 2 receive commitQc from node 0, sn:123, v:0
Node 2 send prepare to primary 0, sn:210, v:0
sn:124 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:173, v:0 
Node 2 receive commitQc from node 0, sn:130, v:0
Node 2 receive prepareQc from node 0, sn:175, v:0 
Node 2 receive commitQc from node 0, sn:134, v:0
sn:123 can be commit in slow path
2023-08-28 19:03:39The request with sn: 123 has been executed at node 2!
TimePast:sn:123,millisecend:9789
2023-08-28 19:03:39The request with sn: 124 has been executed at node 2!
TimePast:sn:124,millisecend:9777
2023-08-28 19:03:39The request with sn: 125 has been executed at node 2!
TimePast:sn:125,millisecend:9419
2023-08-28 19:03:39The request with sn: 126 has been executed at node 2!
TimePast:sn:126,millisecend:9351
Node 2 receive pre-prepare from node 0, sn:211, view:0
Node 2 receive prepareQc from node 0, sn:178, v:0 
sn:134 can be commit in slow path
sn:130 can be commit in slow path
Node 2 send prepare to primary 0, sn:211, v:0
Node 2 send commit to primary 0, sn:173, v:0
Node 2 send commit to primary 0, sn:175, v:0
Checkpoint sequence number outside watermarks: seqNo 120, low-mark 120
Node 2 send commit to primary 0, sn:178, v:0
Node 2 receive pre-prepare from node 0, sn:215, view:0
Node 2 receive pre-prepare from node 0, sn:216, view:0
Node 2 send prepare to primary 0, sn:215, v:0
Node 2 send prepare to primary 0, sn:216, v:0
Node 2 receive commitQc from node 0, sn:127, v:0
sn:127 can be commit in slow path
2023-08-28 19:03:39The request with sn: 127 has been executed at node 2!
TimePast:sn:127,millisecend:9633
2023-08-28 19:03:39The request with sn: 128 has been executed at node 2!
TimePast:sn:128,millisecend:9599
2023-08-28 19:03:39The request with sn: 129 has been executed at node 2!
TimePast:sn:129,millisecend:9580
2023-08-28 19:03:39The request with sn: 130 has been executed at node 2!
TimePast:sn:130,millisecend:9544
2023-08-28 19:03:39The request with sn: 131 has been executed at node 2!
TimePast:sn:131,millisecend:9380
2023-08-28 19:03:39The request with sn: 132 has been executed at node 2!
TimePast:sn:132,millisecend:9140
2023-08-28 19:03:39The request with sn: 133 has been executed at node 2!
TimePast:sn:133,millisecend:9058
2023-08-28 19:03:39The request with sn: 134 has been executed at node 2!
TimePast:sn:134,millisecend:8830
Node 2 receive pre-prepare from node 0, sn:217, view:0
Checkpoint sequence number outside watermarks: seqNo 90, low-mark 120
Node 2 receive prepareQc from node 0, sn:176, v:0 
Node 2 receive pre-prepare from node 0, sn:214, view:0
Checkpoint sequence number outside watermarks: seqNo 100, low-mark 120
Node 2 receive prepareQc from node 0, sn:180, v:0 
Node 2 receive pre-prepare from node 0, sn:219, view:0
Node 2 send prepare to primary 0, sn:217, v:0
Node 2 receive pre-prepare from node 0, sn:218, view:0
Node 2 receive prepareQc from node 0, sn:177, v:0 
Node 2 receive prepareQc from node 0, sn:179, v:0 
Node 2 send prepare to primary 0, sn:214, v:0
Node 2 receive pre-prepare from node 0, sn:212, view:0
Node 2 send prepare to primary 0, sn:219, v:0
Node 2 send prepare to primary 0, sn:218, v:0
Node 2 send commit to primary 0, sn:176, v:0
Node 2 receive pre-prepare from node 0, sn:220, view:0
Node 2 receive pre-prepare from node 0, sn:213, view:0
Node 2 send prepare to primary 0, sn:212, v:0
Node 2 receive pre-prepare from node 0, sn:221, view:0
Node 2 receive prepareQc from node 0, sn:183, v:0 
Node 2 receive commitQc from node 0, sn:135, v:0
Node 2 send commit to primary 0, sn:180, v:0
Node 2 receive prepareQc from node 0, sn:182, v:0 
Node 2 send commit to primary 0, sn:179, v:0
Node 2 send prepare to primary 0, sn:220, v:0
Node 2 send commit to primary 0, sn:177, v:0
Node 2 send prepare to primary 0, sn:213, v:0
Node 2 send prepare to primary 0, sn:221, v:0
sn:135 can be commit in slow path
2023-08-28 19:03:39The request with sn: 135 has been executed at node 2!
TimePast:sn:135,millisecend:9215
Node 2 receive prepareQc from node 0, sn:181, v:0 
Node 2 receive pre-prepare from node 0, sn:223, view:0
Node 2 send commit to primary 0, sn:183, v:0
Node 2 send commit to primary 0, sn:182, v:0
Node 2 receive pre-prepare from node 0, sn:224, view:0
Node 2 send prepare to primary 0, sn:223, v:0
Node 2 send commit to primary 0, sn:181, v:0
Node 2 send prepare to primary 0, sn:224, v:0
Node 2 receive prepareQc from node 0, sn:184, v:0 
Node 2 receive commitQc from node 0, sn:136, v:0
Node 2 receive pre-prepare from node 0, sn:222, view:0
Node 2 receive prepareQc from node 0, sn:186, v:0 
Node 2 receive pre-prepare from node 0, sn:225, view:0
Node 2 receive commitQc from node 0, sn:140, v:0
sn:136 can be commit in slow path
2023-08-28 19:03:40The request with sn: 136 has been executed at node 2!
TimePast:sn:136,millisecend:9445
Node 2 send prepare to primary 0, sn:222, v:0
Node 2 send prepare to primary 0, sn:225, v:0
Node 2 send commit to primary 0, sn:184, v:0
Node 2 receive commitQc from node 0, sn:137, v:0
Node 2 receive commitQc from node 0, sn:138, v:0
Node 2 receive prepareQc from node 0, sn:187, v:0 
sn:140 can be commit in slow path
Node 2 send commit to primary 0, sn:186, v:0
Node 2 receive pre-prepare from node 0, sn:226, view:0
sn:138 can be commit in slow path
sn:137 can be commit in slow path
2023-08-28 19:03:40The request with sn: 137 has been executed at node 2!
TimePast:sn:137,millisecend:9443
2023-08-28 19:03:40The request with sn: 138 has been executed at node 2!
TimePast:sn:138,millisecend:9172
Node 2 receive commitQc from node 0, sn:141, v:0
Node 2 send prepare to primary 0, sn:226, v:0
Checkpoint sequence number outside watermarks: seqNo 130, low-mark 130
Node 2 receive prepareQc from node 0, sn:185, v:0 
Node 2 send commit to primary 0, sn:187, v:0
sn:141 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:227, view:0
Node 2 send prepare to primary 0, sn:227, v:0
Node 2 send commit to primary 0, sn:185, v:0
Node 2 receive commitQc from node 0, sn:145, v:0
Node 2 receive pre-prepare from node 0, sn:228, view:0
sn:145 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:189, v:0 
Node 2 send prepare to primary 0, sn:228, v:0
Node 2 receive prepareQc from node 0, sn:190, v:0 
Node 2 receive prepareQc from node 0, sn:188, v:0 
Node 2 receive pre-prepare from node 0, sn:229, view:0
Node 2 send prepare to primary 0, sn:229, v:0
Node 2 send commit to primary 0, sn:189, v:0
Node 2 send commit to primary 0, sn:188, v:0
Node 2 send commit to primary 0, sn:190, v:0
Node 2 receive prepareQc from node 0, sn:191, v:0 
Node 2 receive commitQc from node 0, sn:142, v:0
Node 2 receive prepareQc from node 0, sn:194, v:0 
Node 2 receive prepareQc from node 0, sn:195, v:0 
Node 2 receive pre-prepare from node 0, sn:232, view:0
Node 2 receive commitQc from node 0, sn:139, v:0
Node 2 send commit to primary 0, sn:191, v:0
sn:142 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:230, view:0
Node 2 send prepare to primary 0, sn:232, v:0
sn:139 can be commit in slow path
2023-08-28 19:03:40The request with sn: 139 has been executed at node 2!
TimePast:sn:139,millisecend:9779
2023-08-28 19:03:40The request with sn: 140 has been executed at node 2!
TimePast:sn:140,millisecend:9773
2023-08-28 19:03:40The request with sn: 141 has been executed at node 2!
TimePast:sn:141,millisecend:9672
2023-08-28 19:03:40The request with sn: 142 has been executed at node 2!
TimePast:sn:142,millisecend:9605
Node 2 send commit to primary 0, sn:194, v:0
Node 2 receive commitQc from node 0, sn:143, v:0
Node 2 send commit to primary 0, sn:195, v:0
Node 2 send prepare to primary 0, sn:230, v:0
sn:143 can be commit in slow path
2023-08-28 19:03:41The request with sn: 143 has been executed at node 2!
TimePast:sn:143,millisecend:9649
Node 2 receive pre-prepare from node 0, sn:231, view:0
Node 2 send prepare to primary 0, sn:231, v:0
Node 2 receive commitQc from node 0, sn:144, v:0
Node 2 receive pre-prepare from node 0, sn:233, view:0
Node 2 receive prepareQc from node 0, sn:192, v:0 
Node 2 receive commitQc from node 0, sn:153, v:0
Node 2 receive commitQc from node 0, sn:147, v:0
sn:144 can be commit in slow path
2023-08-28 19:03:41The request with sn: 144 has been executed at node 2!
TimePast:sn:144,millisecend:9855
2023-08-28 19:03:41The request with sn: 145 has been executed at node 2!
TimePast:sn:145,millisecend:9729
Node 2 send prepare to primary 0, sn:233, v:0
Node 2 receive prepareQc from node 0, sn:196, v:0 
Node 2 receive commitQc from node 0, sn:154, v:0
sn:153 can be commit in slow path
sn:147 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:234, view:0
Node 2 receive commitQc from node 0, sn:148, v:0
Node 2 receive commitQc from node 0, sn:151, v:0
Node 2 receive prepareQc from node 0, sn:198, v:0 
Node 2 receive commitQc from node 0, sn:146, v:0
Node 2 receive pre-prepare from node 0, sn:235, view:0
sn:154 can be commit in slow path
Node 2 send commit to primary 0, sn:192, v:0
Node 2 receive prepareQc from node 0, sn:193, v:0 
Node 2 send prepare to primary 0, sn:234, v:0
sn:148 can be commit in slow path
Node 2 send commit to primary 0, sn:196, v:0
sn:151 can be commit in slow path
Node 2 send prepare to primary 0, sn:235, v:0
sn:146 can be commit in slow path
2023-08-28 19:03:41The request with sn: 146 has been executed at node 2!
TimePast:sn:146,millisecend:9847
2023-08-28 19:03:41The request with sn: 147 has been executed at node 2!
TimePast:sn:147,millisecend:9766
2023-08-28 19:03:41The request with sn: 148 has been executed at node 2!
TimePast:sn:148,millisecend:9677
Node 2 receive commitQc from node 0, sn:149, v:0
Node 2 send commit to primary 0, sn:198, v:0
Node 2 receive prepareQc from node 0, sn:199, v:0 
Node 2 send commit to primary 0, sn:193, v:0
Node 2 receive commitQc from node 0, sn:152, v:0
Node 2 receive pre-prepare from node 0, sn:236, view:0
sn:149 can be commit in slow path
2023-08-28 19:03:41The request with sn: 149 has been executed at node 2!
TimePast:sn:149,millisecend:9783
Node 2 receive prepareQc from node 0, sn:197, v:0 
sn:152 can be commit in slow path
Node 2 receive commitQc from node 0, sn:158, v:0
Node 2 receive commitQc from node 0, sn:156, v:0
Node 2 send prepare to primary 0, sn:236, v:0
Node 2 send commit to primary 0, sn:199, v:0
sn:156 can be commit in slow path
sn:158 can be commit in slow path
Node 2 send commit to primary 0, sn:197, v:0
Node 2 receive prepareQc from node 0, sn:200, v:0 
Node 2 receive prepareQc from node 0, sn:201, v:0 
Node 2 receive commitQc from node 0, sn:150, v:0
sn:150 can be commit in slow path
2023-08-28 19:03:41The request with sn: 150 has been executed at node 2!
TimePast:sn:150,millisecend:9894
2023-08-28 19:03:41The request with sn: 151 has been executed at node 2!
TimePast:sn:151,millisecend:9836
2023-08-28 19:03:41The request with sn: 152 has been executed at node 2!
TimePast:sn:152,millisecend:9829
2023-08-28 19:03:41The request with sn: 153 has been executed at node 2!
TimePast:sn:153,millisecend:9758
2023-08-28 19:03:41The request with sn: 154 has been executed at node 2!
TimePast:sn:154,millisecend:9740
Node 2 receive pre-prepare from node 0, sn:237, view:0
Node 2 send commit to primary 0, sn:200, v:0
Node 2 send commit to primary 0, sn:201, v:0
Node 2 send prepare to primary 0, sn:237, v:0
Checkpoint sequence number outside watermarks: seqNo 140, low-mark 140
Node 2 receive prepareQc from node 0, sn:202, v:0 
Checkpoint sequence number outside watermarks: seqNo 110, low-mark 140
Node 2 receive pre-prepare from node 0, sn:240, view:0
Node 2 send prepare to primary 0, sn:240, v:0
Node 2 send commit to primary 0, sn:202, v:0
Node 2 receive pre-prepare from node 0, sn:239, view:0
Node 2 receive commitQc from node 0, sn:159, v:0
Node 2 receive prepareQc from node 0, sn:204, v:0 
Node 2 send prepare to primary 0, sn:239, v:0
Node 2 receive pre-prepare from node 0, sn:242, view:0
Node 2 receive commitQc from node 0, sn:163, v:0
sn:159 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:203, v:0 
Node 2 receive commitQc from node 0, sn:155, v:0
Node 2 send prepare to primary 0, sn:242, v:0
Node 2 receive commitQc from node 0, sn:157, v:0
sn:163 can be commit in slow path
Node 2 send commit to primary 0, sn:204, v:0
sn:155 can be commit in slow path
2023-08-28 19:03:42The request with sn: 155 has been executed at node 2!
TimePast:sn:155,millisecend:9908
2023-08-28 19:03:42The request with sn: 156 has been executed at node 2!
TimePast:sn:156,millisecend:9794
Node 2 receive pre-prepare from node 0, sn:238, view:0
sn:157 can be commit in slow path
2023-08-28 19:03:42The request with sn: 157 has been executed at node 2!
TimePast:sn:157,millisecend:9842
2023-08-28 19:03:42The request with sn: 158 has been executed at node 2!
TimePast:sn:158,millisecend:9811
2023-08-28 19:03:42The request with sn: 159 has been executed at node 2!
TimePast:sn:159,millisecend:9800
Node 2 send commit to primary 0, sn:203, v:0
Node 2 receive prepareQc from node 0, sn:206, v:0 
Checkpoint sequence number outside watermarks: seqNo 120, low-mark 150
Node 2 receive prepareQc from node 0, sn:209, v:0 
Node 2 send prepare to primary 0, sn:238, v:0
Node 2 receive pre-prepare from node 0, sn:241, view:0
Node 2 receive commitQc from node 0, sn:166, v:0
Node 2 receive prepareQc from node 0, sn:207, v:0 
Checkpoint sequence number outside watermarks: seqNo 130, low-mark 150
Node 2 receive pre-prepare from node 0, sn:243, view:0
Node 2 send prepare to primary 0, sn:241, v:0
Node 2 receive pre-prepare from node 0, sn:244, view:0
sn:166 can be commit in slow path
Node 2 send commit to primary 0, sn:206, v:0
Node 2 send prepare to primary 0, sn:243, v:0
Node 2 send commit to primary 0, sn:209, v:0
Node 2 receive prepareQc from node 0, sn:205, v:0 
Node 2 send prepare to primary 0, sn:244, v:0
Node 2 send commit to primary 0, sn:207, v:0
Checkpoint sequence number outside watermarks: seqNo 150, low-mark 150
Node 2 send commit to primary 0, sn:205, v:0
Node 2 receive commitQc from node 0, sn:172, v:0
Node 2 receive commitQc from node 0, sn:164, v:0
Node 2 receive commitQc from node 0, sn:169, v:0
Node 2 receive commitQc from node 0, sn:170, v:0
Node 2 receive pre-prepare from node 0, sn:245, view:0
Node 2 receive commitQc from node 0, sn:162, v:0
Node 2 receive prepareQc from node 0, sn:210, v:0 
Node 2 receive commitQc from node 0, sn:161, v:0
sn:172 can be commit in slow path
sn:170 can be commit in slow path
Node 2 send prepare to primary 0, sn:245, v:0
sn:164 can be commit in slow path
sn:169 can be commit in slow path
sn:161 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:208, v:0 
sn:162 can be commit in slow path
Node 2 receive commitQc from node 0, sn:168, v:0
Node 2 send commit to primary 0, sn:210, v:0
Node 2 receive commitQc from node 0, sn:160, v:0
Node 2 receive commitQc from node 0, sn:165, v:0
Node 2 receive pre-prepare from node 0, sn:246, view:0
sn:168 can be commit in slow path
Node 2 send commit to primary 0, sn:208, v:0
Node 2 receive pre-prepare from node 0, sn:247, view:0
Node 2 send prepare to primary 0, sn:246, v:0
sn:160 can be commit in slow path
2023-08-28 19:03:43The request with sn: 160 has been executed at node 2!
TimePast:sn:160,millisecend:10370
2023-08-28 19:03:43The request with sn: 161 has been executed at node 2!
TimePast:sn:161,millisecend:10230
2023-08-28 19:03:43The request with sn: 162 has been executed at node 2!
TimePast:sn:162,millisecend:10190
2023-08-28 19:03:43The request with sn: 163 has been executed at node 2!
TimePast:sn:163,millisecend:10190
2023-08-28 19:03:43The request with sn: 164 has been executed at node 2!
TimePast:sn:164,millisecend:10049
Node 2 receive commitQc from node 0, sn:167, v:0
sn:165 can be commit in slow path
2023-08-28 19:03:43The request with sn: 165 has been executed at node 2!
TimePast:sn:165,millisecend:10045
2023-08-28 19:03:43The request with sn: 166 has been executed at node 2!
TimePast:sn:166,millisecend:9716
Node 2 receive pre-prepare from node 0, sn:249, view:0
Node 2 receive commitQc from node 0, sn:171, v:0
sn:167 can be commit in slow path
2023-08-28 19:03:43The request with sn: 167 has been executed at node 2!
TimePast:sn:167,millisecend:9744
2023-08-28 19:03:43The request with sn: 168 has been executed at node 2!
TimePast:sn:168,millisecend:9724
2023-08-28 19:03:43The request with sn: 169 has been executed at node 2!
TimePast:sn:169,millisecend:9237
2023-08-28 19:03:43The request with sn: 170 has been executed at node 2!
TimePast:sn:170,millisecend:9065
Node 2 send prepare to primary 0, sn:247, v:0
Node 2 receive pre-prepare from node 0, sn:250, view:0
Node 2 send prepare to primary 0, sn:249, v:0
Node 2 receive prepareQc from node 0, sn:215, v:0 
Node 2 receive pre-prepare from node 0, sn:248, view:0
Node 2 send prepare to primary 0, sn:250, v:0
sn:171 can be commit in slow path
2023-08-28 19:03:43The request with sn: 171 has been executed at node 2!
TimePast:sn:171,millisecend:9095
2023-08-28 19:03:43The request with sn: 172 has been executed at node 2!
TimePast:sn:172,millisecend:9056
Node 2 receive pre-prepare from node 0, sn:252, view:0
Node 2 receive pre-prepare from node 0, sn:251, view:0
Node 2 send prepare to primary 0, sn:248, v:0
Node 2 send prepare to primary 0, sn:252, v:0
Node 2 send commit to primary 0, sn:215, v:0
Node 2 send prepare to primary 0, sn:251, v:0
Node 2 receive prepareQc from node 0, sn:211, v:0 
Node 2 receive prepareQc from node 0, sn:214, v:0 
Node 2 receive commitQc from node 0, sn:174, v:0
Node 2 receive pre-prepare from node 0, sn:254, view:0
sn:174 can be commit in slow path
Node 2 send commit to primary 0, sn:211, v:0
Node 2 send prepare to primary 0, sn:254, v:0
Node 2 send commit to primary 0, sn:214, v:0
Node 2 receive prepareQc from node 0, sn:216, v:0 
Node 2 receive pre-prepare from node 0, sn:253, view:0
Node 2 receive pre-prepare from node 0, sn:255, view:0
Node 2 send prepare to primary 0, sn:253, v:0
Node 2 receive prepareQc from node 0, sn:217, v:0 
Node 2 receive prepareQc from node 0, sn:218, v:0 
Node 2 receive prepareQc from node 0, sn:219, v:0 
Node 2 receive pre-prepare from node 0, sn:257, view:0
Node 2 send commit to primary 0, sn:216, v:0
Node 2 send prepare to primary 0, sn:255, v:0
Node 2 receive pre-prepare from node 0, sn:256, view:0
Node 2 send prepare to primary 0, sn:257, v:0
Node 2 send commit to primary 0, sn:219, v:0
Node 2 send commit to primary 0, sn:218, v:0
Node 2 send prepare to primary 0, sn:256, v:0
Node 2 send commit to primary 0, sn:217, v:0
Checkpoint sequence number outside watermarks: seqNo 170, low-mark 170
Checkpoint sequence number outside watermarks: seqNo 160, low-mark 170
Node 2 receive commitQc from node 0, sn:173, v:0
Node 2 receive pre-prepare from node 0, sn:259, view:0
Node 2 receive pre-prepare from node 0, sn:260, view:0
sn:173 can be commit in slow path
2023-08-28 19:03:44The request with sn: 173 has been executed at node 2!
TimePast:sn:173,millisecend:9744
2023-08-28 19:03:44The request with sn: 174 has been executed at node 2!
TimePast:sn:174,millisecend:9518
Node 2 receive prepareQc from node 0, sn:212, v:0 
Node 2 receive commitQc from node 0, sn:175, v:0
Node 2 send prepare to primary 0, sn:259, v:0
Node 2 receive pre-prepare from node 0, sn:258, view:0
Node 2 send prepare to primary 0, sn:260, v:0
sn:175 can be commit in slow path
2023-08-28 19:03:44The request with sn: 175 has been executed at node 2!
TimePast:sn:175,millisecend:9522
Node 2 send prepare to primary 0, sn:258, v:0
Node 2 receive prepareQc from node 0, sn:223, v:0 
Node 2 send commit to primary 0, sn:212, v:0
Node 2 receive prepareQc from node 0, sn:224, v:0 
